AlphA. deg.	Ni Ka XRF, A.u. curve 2	AlphA. deg.	Total external reflection, A.u.	AlphA. deg.	Ni Ka XRF, A.u. curve 4	AlphA. deg.	Exponential fitting curve 3	AlphA. deg.	Exponential fitting curve 5
--	--	--	--	--	--	0,07042	0,54296	0,0764	0,35001
--	--	--	--	--	--	0,0705	0,54451	0,07649	0,35177
--	--	--	--	--	--	0,07059	0,54606	0,07658	0,35355
--	--	--	--	--	--	0,07067	0,54762	0,07668	0,35533
--	--	--	--	--	--	0,07075	0,54919	0,07677	0,35712
--	--	--	--	--	--	0,07084	0,55075	0,07687	0,35893
--	--	--	--	--	--	0,07092	0,55232	0,07696	0,36074
--	--	--	--	--	--	0,07101	0,5539	0,077	0,36145
--	--	--	--	--	--	0,07109	0,55547	0,07706	0,36256
--	--	--	--	--	--	0,07117	0,55706	0,07715	0,36438
--	--	--	--	--	--	0,07126	0,55864	0,07725	0,36622
--	--	--	--	--	--	0,07134	0,56023	0,07734	0,36807
--	--	--	--	--	--	0,07143	0,56183	0,07744	0,36993
--	--	--	--	--	--	0,0715	0,56322	0,07753	0,37179
--	--	--	--	--	--	0,07151	0,56342	0,07762	0,37366
--	--	--	--	--	--	0,07159	0,56503	0,07772	0,37555
--	--	--	--	--	--	0,07168	0,56663	0,07781	0,37744
--	--	--	--	--	--	0,07176	0,56824	0,07791	0,37934
--	--	--	--	--	--	0,07185	0,56986	0,078	0,38126
--	--	--	--	--	--	0,07193	0,57148	0,0781	0,38318
--	--	--	--	--	--	0,07202	0,5731	0,07819	0,38511
--	--	--	--	--	--	0,0721	0,57472	0,07829	0,38705
--	--	--	--	--	--	0,07218	0,57635	0,07838	0,389
--	--	--	--	--	--	0,07227	0,57799	0,07848	0,39096
--	--	--	--	--	--	0,07235	0,57963	0,07857	0,39293
--	--	--	--	--	--	0,07244	0,58127	0,07867	0,39491
--	--	--	--	--	--	0,07252	0,58292	0,07876	0,3969
--	--	--	--	--	--	0,0726	0,58457	0,07885	0,39889
--	--	--	--	--	--	0,07269	0,58622	0,07895	0,4009
--	--	--	--	--	--	0,07277	0,58788	0,07904	0,40292
--	--	--	--	--	--	0,07286	0,58954	0,07914	0,40495
--	--	--	--	--	--	0,07294	0,59121	0,07923	0,40699
--	--	--	--	--	--	0,07302	0,59288	0,07933	0,40904
--	--	--	--	--	--	0,07311	0,59456	0,07942	0,4111
--	--	--	--	--	--	0,07319	0,59624	0,07952	0,41317
--	--	--	--	--	--	0,07324	0,5972	0,07961	0,41524
--	--	--	--	--	--	0,07328	0,59792	0,07971	0,41733
--	--	--	--	--	--	0,07336	0,59961	0,0798	0,41943
--	--	--	--	--	--	0,07344	0,6013	0,0799	0,42154
--	--	--	--	--	--	0,07353	0,603	0,07999	0,42367
--	--	--	--	--	--	0,07361	0,6047	0,08008	0,4258
--	--	--	--	--	--	0,0737	0,60641	0,08018	0,42794
--	--	--	--	--	--	0,07378	0,60812	0,08027	0,43009
--	--	--	--	--	--	0,07386	0,60983	0,08037	0,43225
--	--	--	--	--	--	0,07395	0,61155	0,08046	0,43443
--	--	--	--	--	--	0,07403	0,61327	0,0805	0,43529
--	--	--	--	--	--	0,07412	0,615	0,08056	0,43661
--	--	--	--	--	--	0,0742	0,61673	0,08065	0,43881
--	--	--	--	--	--	0,07429	0,61847	0,08075	0,44102
--	--	--	--	--	--	0,07437	0,62021	0,08084	0,44323
--	--	--	--	--	--	0,07445	0,62195	0,08094	0,44546
--	--	--	--	--	--	0,07454	0,6237	0,08103	0,4477
--	--	--	--	--	--	0,07462	0,62545	0,08112	0,44995
--	--	--	--	--	--	0,07471	0,62721	0,08122	0,45221
--	--	--	--	--	--	0,07479	0,62897	0,08131	0,45449
--	--	--	--	--	--	0,07487	0,63074	0,08141	0,45677
--	--	--	--	--	--	0,07496	0,63251	0,0815	0,45906
--	--	--	--	--	--	0,075	0,63339	0,0816	0,46137
--	--	--	--	--	--	0,07504	0,63428	0,08169	0,46369
--	--	--	--	--	--	0,07513	0,63606	0,08179	0,46602
--	--	--	--	--	--	0,07521	0,63785	0,08188	0,46836
--	--	--	--	--	--	0,07529	0,63963	0,08198	0,47071
--	--	--	--	--	--	0,07538	0,64143	0,08207	0,47308
--	--	--	--	--	--	0,07546	0,64323	0,08217	0,47545
--	--	--	--	--	--	0,07555	0,64503	0,08226	0,47784
--	--	--	--	--	--	0,07563	0,64683	0,08235	0,48024
--	--	--	--	--	--	0,07571	0,64864	0,08245	0,48265
--	--	--	--	--	--	0,0758	0,65046	0,08254	0,48508
--	--	--	--	--	--	0,07588	0,65228	0,08264	0,48751
--	--	--	--	--	--	0,07597	0,6541	0,08273	0,48996
--	--	--	--	--	--	0,07605	0,65593	0,08283	0,49242
--	--	--	--	--	--	0,07614	0,65777	0,08292	0,49489
--	--	--	--	--	--	0,07622	0,65961	0,08302	0,49738
--	--	--	--	--	--	0,0763	0,66145	0,08311	0,49987
--	--	--	--	--	--	0,07639	0,6633	0,08321	0,50238
--	--	--	--	--	--	0,07647	0,66515	0,0833	0,5049
--	--	--	--	--	--	0,07656	0,667	0,0834	0,50744
--	--	--	--	--	--	0,07664	0,66887	0,08349	0,50998
--	--	--	--	--	--	0,07672	0,67073	0,08358	0,51254
--	--	--	--	--	--	0,07676	0,67154	0,08368	0,51511
--	--	--	--	--	--	0,07681	0,6726	0,08377	0,5177
--	--	--	--	--	--	0,07689	0,67448	0,08387	0,52029
--	--	--	--	--	--	0,07698	0,67636	0,08396	0,5229
--	--	--	--	--	--	0,07706	0,67824	0,084	0,52394
--	--	--	--	--	--	0,07714	0,68013	0,08406	0,52553
--	--	--	--	--	--	0,07723	0,68203	0,08415	0,52816
--	--	--	--	--	--	0,07731	0,68393	0,08425	0,53081
--	--	--	--	--	--	0,0774	0,68583	0,08434	0,53348
--	--	--	--	--	--	0,07748	0,68774	0,08444	0,53615
--	--	--	--	--	--	0,07756	0,68965	0,08453	0,53884
--	--	--	--	--	--	0,07765	0,69157	0,08462	0,54154
--	--	--	--	--	--	0,07773	0,69349	0,08472	0,54426
--	--	--	--	--	--	0,07782	0,69542	0,08481	0,54699
--	--	--	--	--	--	0,0779	0,69735	0,08491	0,54973
--	--	--	--	--	--	0,07798	0,69929	0,085	0,55248
--	--	--	--	--	--	0,07807	0,70123	0,0851	0,55525
--	--	--	--	--	--	0,07815	0,70318	0,08519	0,55804
--	--	--	--	--	--	0,07824	0,70513	0,08529	0,56083
--	--	--	--	--	--	0,07832	0,70709	0,08538	0,56364
--	--	--	--	--	--	0,07841	0,70905	0,08548	0,56647
--	--	--	--	--	--	0,07849	0,71102	0,08557	0,56931
--	--	--	--	--	--	0,0785	0,71126	0,08567	0,57216
--	--	--	--	--	--	0,07857	0,71299	0,08576	0,57503
--	--	--	--	--	--	0,07866	0,71497	0,08585	0,57791
--	--	--	--	--	--	0,07874	0,71695	0,08595	0,5808
--	--	--	--	--	--	0,07883	0,71894	0,08604	0,58371
--	--	--	--	--	--	0,07891	0,72093	0,08614	0,58664
--	--	--	--	--	--	0,07899	0,72292	0,08623	0,58958
--	--	--	--	--	--	0,07908	0,72492	0,08633	0,59253
--	--	--	--	--	--	0,07916	0,72693	0,08642	0,5955
--	--	--	--	--	--	0,07925	0,72894	0,08652	0,59848
--	--	--	--	--	--	0,07933	0,73096	0,08661	0,60148
--	--	--	--	--	--	0,07941	0,73298	0,08671	0,60449
--	--	--	--	--	--	0,0795	0,73501	0,0868	0,60752
--	--	--	--	--	--	0,07958	0,73704	0,0869	0,61056
--	--	--	--	--	--	0,07967	0,73908	0,08699	0,61362
--	--	--	--	--	--	0,07975	0,74112	0,08708	0,61669
--	--	--	--	--	--	0,07983	0,74317	0,08718	0,61978
--	--	--	--	--	--	0,07992	0,74522	0,08727	0,62288
--	--	--	--	--	--	0,08	0,74727	0,08737	0,626
--	--	--	--	--	--	0,08009	0,74934	0,08746	0,62913
--	--	--	--	--	--	0,08017	0,7514	0,0875	0,63037
--	--	--	--	--	--	0,08026	0,75348	0,08756	0,63228
--	--	--	--	--	--	0,08026	0,75359	0,08765	0,63545
--	--	--	--	--	--	0,08034	0,75556	0,08775	0,63863
--	--	--	--	--	--	0,08042	0,75764	0,08784	0,64182
--	--	--	--	--	--	0,08051	0,75973	0,08794	0,64503
--	--	--	--	--	--	0,08059	0,76182	0,08803	0,64826
--	--	--	--	--	--	0,08068	0,76392	0,08812	0,65151
--	--	--	--	--	--	0,08076	0,76602	0,08822	0,65477
--	--	--	--	--	--	0,08084	0,76813	0,08831	0,65804
--	--	--	--	--	--	0,08093	0,77025	0,08841	0,66133
--	--	--	--	--	--	0,08101	0,77237	0,0885	0,66464
--	--	--	--	--	--	0,0811	0,77449	0,0886	0,66797
--	--	--	--	--	--	0,08118	0,77662	0,08869	0,67131
--	--	--	--	--	--	0,08126	0,77876	0,08879	0,67467
--	--	--	--	--	--	0,08135	0,7809	0,08888	0,67804
--	--	--	--	--	--	0,08143	0,78305	0,08898	0,68143
--	--	--	--	--	--	0,08152	0,7852	0,08907	0,68484
--	--	--	--	--	--	0,0816	0,78736	0,08917	0,68827
--	--	--	--	--	--	0,08168	0,78952	0,08926	0,69171
--	--	--	--	--	--	0,08177	0,79169	0,08935	0,69517
--	--	--	--	--	--	0,08185	0,79386	0,08945	0,69865
--	--	--	--	--	--	0,08194	0,79604	0,08954	0,70214
--	--	--	--	--	--	0,082	0,79768	0,08964	0,70565
--	--	--	--	--	--	0,08202	0,79823	0,08973	0,70918
--	--	--	--	--	--	0,08211	0,80042	0,08983	0,71272
--	--	--	--	--	--	0,08219	0,80261	0,08992	0,71629
--	--	--	--	--	--	0,08227	0,80481	0,09002	0,71987
--	--	--	--	--	--	0,08236	0,80702	0,09011	0,72347
--	--	--	--	--	--	0,08244	0,80923	0,09021	0,72708
--	--	--	--	--	--	0,08253	0,81145	0,0903	0,73072
--	--	--	--	--	--	0,08261	0,81367	0,0904	0,73437
--	--	--	--	--	--	0,08269	0,8159	0,09049	0,73804
--	--	--	--	--	--	0,08278	0,81814	0,09058	0,74173
--	--	--	--	--	--	0,08286	0,82038	0,09068	0,74544
--	--	--	--	--	--	0,08295	0,82262	0,09077	0,74916
--	--	--	--	--	--	0,08303	0,82487	0,09087	0,75291
--	--	--	--	--	--	0,08311	0,82713	0,09096	0,75667
--	--	--	--	--	--	0,0832	0,82939	0,091	0,75816
--	--	--	--	--	--	0,08328	0,83166	0,09106	0,76045
--	--	--	--	--	--	0,08337	0,83393	0,09115	0,76425
--	--	--	--	--	--	0,08345	0,83621	0,09125	0,76807
--	--	--	--	--	--	0,08353	0,8385	0,09134	0,7719
--	--	--	--	--	--	0,08362	0,84079	0,09144	0,77576
--	--	--	--	--	--	0,0837	0,84309	0,09153	0,77964
--	--	--	--	--	--	0,08376	0,84466	0,09162	0,78353
--	--	--	--	--	--	0,08379	0,84539	0,09172	0,78745
--	--	--	--	--	--	0,08387	0,8477	0,09181	0,79138
--	--	--	--	--	--	0,08395	0,85001	0,09191	0,79533
--	--	--	--	--	--	0,08404	0,85233	0,092	0,7993
--	--	--	--	--	--	0,08412	0,85466	0,0921	0,8033
--	--	--	--	--	--	0,08421	0,85699	0,09219	0,80731
--	--	--	--	--	--	0,08429	0,85933	0,09229	0,81134
--	--	--	--	--	--	0,08438	0,86167	0,09238	0,81539
--	--	--	--	--	--	0,08446	0,86402	0,09248	0,81946
--	--	--	--	--	--	0,08454	0,86637	0,09257	0,82356
--	--	--	--	--	--	0,08463	0,86873	0,09267	0,82767
--	--	--	--	--	--	0,08471	0,8711	0,09276	0,8318
--	--	--	--	--	--	0,0848	0,87347	0,09285	0,83595
--	--	--	--	--	--	0,08488	0,87585	0,09295	0,84013
--	--	--	--	--	--	0,08496	0,87824	0,09304	0,84432
--	--	--	--	--	--	0,0855	0,89358	0,09314	0,84854
--	--	--	--	--	--	0,08726	0,94571	0,0945	0,91158
--	--	--	--	--	--	0,089	1	0,09626	1
--	--	--	--	--	--	--	--	--	--
--	--	--	--	--	--	--	--	--	--
--	--	--	--	--	--	--	--	--	--
--	--	--	--	--	--	--	--	--	--
--	--	--	--	--	--	--	--	--	--
--	--	--	--	--	--	--	--	--	--
--	--	--	--	--	--	--	--	--	--
--	--	--	--	--	--	--	--	--	--
--	--	--	--	--	--	--	--	--	--
--	--	--	--	--	--	--	--	--	--
