Mean molecule area A2/molecule	Surface pressure, mN/m	Mean molecule area A2/molecule	Cs-1, mN/m
106,57	8,053	106,57	16,60104
106,52	8,05	106,52	16,6172
106,48	8,06	106,48	16,63345
106,42	8,069	106,42	16,64979
106,38	8,077	106,38	16,66621
106,33	8,084	106,33	16,68274
106,28	8,087	106,28	16,69938
106,23	8,091	106,23	16,71615
106,19	8,092	106,19	16,73304
106,13	8,092	106,13	16,75001
106,07	8,098	106,07	16,76706
106,04	8,105	106,04	16,7842
105,98	8,116	105,98	16,80143
105,94	8,118	105,94	16,81874
105,88	8,121	105,88	16,83615
105,84	8,121	105,84	16,85364
105,78	8,134	105,78	16,8712
105,73	8,137	105,73	16,88883
105,69	8,138	105,69	16,90652
105,63	8,143	105,63	16,92427
105,59	8,147	105,59	16,94208
105,53	8,154	105,53	16,95995
105,49	8,16	105,49	16,97789
105,44	8,173	105,44	16,99588
105,4	8,171	105,4	17,01392
105,34	8,174	105,34	17,03199
105,29	8,181	105,29	17,05008
105,24	8,188	105,24	17,06816
105,19	8,191	105,19	17,08622
105,15	8,192	105,15	17,10429
105,09	8,198	105,09	17,1224
105,05	8,2	105,05	17,14057
104,99	8,201	104,99	17,15886
104,94	8,209	104,94	17,17725
104,9	8,213	104,9	17,19577
104,84	8,22	104,84	17,2144
104,8	8,229	104,8	17,23314
104,75	8,233	104,75	17,25199
104,7	8,242	104,7	17,2709
104,65	8,251	104,65	17,28986
104,59	8,257	104,59	17,30882
104,55	8,258	104,55	17,32778
104,5	8,256	104,5	17,34675
104,45	8,256	104,45	17,36574
104,4	8,263	104,4	17,38479
104,36	8,274	104,36	17,4039
104,3	8,289	104,3	17,4231
104,25	8,295	104,25	17,44236
104,2	8,297	104,2	17,46168
104,15	8,304	104,15	17,48105
104,11	8,307	104,11	17,50046
104,05	8,311	104,05	17,51994
104,01	8,315	104,01	17,53952
103,95	8,326	103,95	17,5592
103,9	8,331	103,9	17,57899
103,86	8,328	103,86	17,59887
103,8	8,329	103,8	17,61883
103,76	8,33	103,76	17,63881
103,7	8,347	103,7	17,65879
103,66	8,359	103,66	17,67876
103,61	8,363	103,61	17,69873
103,55	8,36	103,55	17,71871
103,51	8,363	103,51	17,73871
103,45	8,369	103,45	17,75877
103,41	8,38	103,41	17,7789
103,36	8,388	103,36	17,79908
103,32	8,391	103,32	17,81933
103,26	8,401	103,26	17,83966
103,22	8,403	103,22	17,86005
103,16	8,41	103,16	17,8805
103,11	8,423	103,11	17,90099
103,07	8,429	103,07	17,92152
103,01	8,428	103,01	17,94207
102,97	8,436	102,97	17,96262
102,91	8,437	102,91	17,98317
102,87	8,447	102,87	18,00374
102,81	8,458	102,81	18,02435
102,77	8,46	102,77	18,04503
102,72	8,46	102,72	18,06578
102,68	8,463	102,68	18,0866
102,62	8,475	102,62	18,10745
102,57	8,477	102,57	18,1283
102,52	8,478	102,52	18,14912
102,47	8,485	102,47	18,16992
102,43	8,498	102,43	18,19069
102,37	8,504	102,37	18,21144
102,33	8,505	102,33	18,23219
102,27	8,517	102,27	18,25293
102,23	8,517	102,23	18,27367
102,18	8,529	102,18	18,29444
102,12	8,538	102,12	18,31528
102,08	8,542	102,08	18,33622
102,02	8,545	102,02	18,35729
101,98	8,543	101,98	18,37845
101,93	8,552	101,93	18,39969
101,89	8,56	101,89	18,42099
101,83	8,56	101,83	18,44235
101,79	8,563	101,79	18,4638
101,73	8,578	101,73	18,48535
101,68	8,582	101,68	18,507
101,64	8,583	101,64	18,52875
101,58	8,591	101,58	18,55058
101,54	8,594	101,54	18,57248
101,48	8,601	101,48	18,59444
101,44	8,607	101,44	18,61647
101,39	8,612	101,39	18,63856
101,35	8,617	101,35	18,66072
101,29	8,618	101,29	18,68297
101,25	8,615	101,25	18,70532
101,19	8,625	101,19	18,72779
101,15	8,638	101,15	18,75038
101,1	8,647	101,1	18,7731
101,05	8,655	101,05	18,79592
101	8,662	101	18,81884
100,96	8,667	100,96	18,84184
100,9	8,661	100,9	18,86491
100,84	8,66	100,84	18,88808
100,8	8,673	100,8	18,91134
100,75	8,682	100,75	18,9347
100,71	8,684	100,71	18,95817
100,65	8,69	100,65	18,98179
100,61	8,695	100,61	19,00556
100,55	8,709	100,55	19,02951
100,51	8,718	100,51	19,05364
100,46	8,725	100,46	19,07793
100,4	8,728	100,4	19,10236
100,36	8,729	100,36	19,12692
100,3	8,74	100,3	19,15155
100,26	8,748	100,26	19,17626
100,21	8,748	100,21	19,20102
100,17	8,757	100,17	19,22586
100,11	8,769	100,11	19,25081
100,07	8,776	100,07	19,27584
100,01	8,778	100,01	19,30097
99,97	8,783	99,97	19,32622
99,91	8,789	99,91	19,35161
99,87	8,795	99,87	19,37713
99,82	8,798	99,82	19,40279
99,76	8,804	99,76	19,4286
99,72	8,809	99,72	19,45457
99,67	8,833	99,67	19,48071
99,62	8,838	99,62	19,50699
99,57	8,846	99,57	19,5334
99,53	8,85	99,53	19,55992
99,47	8,862	99,47	19,58656
99,42	8,871	99,42	19,6133
99,38	8,864	99,38	19,64015
99,32	8,862	99,32	19,6671
99,28	8,863	99,28	19,69413
99,22	8,873	99,22	19,72125
99,18	8,877	99,18	19,74847
99,12	8,895	99,12	19,77581
99,07	8,899	99,07	19,80327
99,03	8,911	99,03	19,83086
98,97	8,921	98,97	19,85859
98,93	8,935	98,93	19,88647
98,87	8,941	98,87	19,91448
98,82	8,946	98,82	19,94261
98,78	8,947	98,78	19,97086
98,72	8,946	98,72	19,99919
98,68	8,948	98,68	20,02759
98,62	8,954	98,62	20,05609
98,58	8,957	98,58	20,0847
98,53	8,971	98,53	20,11344
98,49	8,988	98,49	20,14232
98,43	8,998	98,43	20,17132
98,37	9	98,37	20,20044
98,33	8,994	98,33	20,22964
98,28	8,997	98,28	20,25891
98,24	9,002	98,24	20,28825
98,18	9,017	98,18	20,31767
98,14	9,022	98,14	20,34714
98,08	9,024	98,08	20,37666
98	9,034	98	20,40621
97,93	9,05	97,93	20,4358
97,87	9,056	97,87	20,46544
97,82	9,053	97,82	20,49514
97,78	9,058	97,78	20,52489
97,72	9,073	97,72	20,55468
97,68	9,086	97,68	20,58452
97,63	9,087	97,63	20,61441
97,57	9,088	97,57	20,64436
97,53	9,099	97,53	20,67439
97,47	9,108	97,47	20,70456
97,43	9,113	97,43	20,73487
97,38	9,114	97,38	20,76533
97,34	9,12	97,34	20,7959
97,28	9,126	97,28	20,82659
97,24	9,137	97,24	20,85739
97,18	9,143	97,18	20,88825
97,14	9,15	97,14	20,91918
97,09	9,157	97,09	20,95015
97,03	9,163	97,03	20,98117
96,99	9,17	96,99	21,01224
96,93	9,178	96,93	21,04341
96,89	9,181	96,89	21,07467
96,83	9,193	96,83	21,10605
96,79	9,206	96,79	21,13754
96,74	9,212	96,74	21,16915
96,7	9,215	96,7	21,20086
96,64	9,215	96,64	21,23266
96,58	9,231	96,58	21,26455
96,54	9,238	96,54	21,29655
96,49	9,243	96,49	21,32868
96,45	9,245	96,45	21,36092
96,39	9,252	96,39	21,39329
96,35	9,258	96,35	21,42578
96,29	9,26	96,29	21,4584
96,25	9,272	96,25	21,49117
96,2	9,289	96,2	21,52414
96,14	9,301	96,14	21,55732
96,1	9,302	96,1	21,59072
96,04	9,311	96,04	21,62433
96	9,314	96	21,65813
95,95	9,327	95,95	21,6921
95,9	9,34	95,9	21,7262
95,85	9,347	95,85	21,76044
95,81	9,354	95,81	21,79481
95,75	9,359	95,75	21,82933
95,71	9,364	95,71	21,864
95,65	9,37	95,65	21,89884
95,6	9,375	95,6	21,93384
95,56	9,386	95,56	21,96901
95,52	9,391	95,52	22,00435
95,46	9,397	95,46	22,03984
95,42	9,4	95,42	22,07548
95,36	9,4	95,36	22,1113
95,32	9,415	95,32	22,14731
95,26	9,423	95,26	22,18354
95,21	9,436	95,21	22,22003
95,17	9,445	95,17	22,25678
95,11	9,45	95,11	22,29376
95,07	9,45	95,07	22,33095
95,02	9,456	95,02	22,36832
94,97	9,458	94,97	22,40584
94,92	9,47	94,92	22,44348
94,88	9,476	94,88	22,48125
94,82	9,487	94,82	22,51916
94,78	9,491	94,78	22,5572
94,73	9,493	94,73	22,59541
94,67	9,498	94,67	22,63381
94,63	9,512	94,63	22,67243
94,57	9,525	94,57	22,71129
94,53	9,529	94,53	22,75038
94,47	9,538	94,47	22,78967
94,43	9,546	94,43	22,82913
94,38	9,556	94,38	22,86876
94,34	9,563	94,34	22,90857
94,28	9,566	94,28	22,94856
94,24	9,568	94,24	22,98874
94,18	9,581	94,18	23,02911
94,14	9,583	94,14	23,06968
94,09	9,605	94,09	23,1104
94,05	9,608	94,05	23,15126
93,99	9,618	93,99	23,19225
93,93	9,62	93,93	23,23339
93,89	9,619	93,89	23,27469
93,84	9,635	93,84	23,31617
93,8	9,641	93,8	23,35784
93,74	9,647	93,74	23,3997
93,7	9,655	93,7	23,44175
93,64	9,665	93,64	23,48399
93,6	9,682	93,6	23,52643
93,55	9,693	93,55	23,56908
93,5	9,696	93,5	23,61193
93,45	9,701	93,45	23,65497
93,41	9,714	93,41	23,69823
93,35	9,719	93,35	23,74173
93,31	9,726	93,31	23,78547
93,25	9,731	93,25	23,8295
93,21	9,733	93,21	23,87383
93,16	9,747	93,16	23,91848
93,12	9,756	93,12	23,96344
93,06	9,768	93,06	24,00873
93,02	9,775	93,02	24,05433
92,96	9,775	92,96	24,10026
92,92	9,78	92,92	24,14649
92,87	9,796	92,87	24,19302
92,81	9,812	92,81	24,23983
92,77	9,816	92,77	24,28691
92,71	9,826	92,71	24,33425
92,67	9,829	92,67	24,38188
92,62	9,842	92,62	24,42978
92,57	9,851	92,57	24,47797
92,52	9,861	92,52	24,52644
92,48	9,867	92,48	24,5752
92,42	9,874	92,42	24,62424
92,37	9,884	92,37	24,67356
92,32	9,896	92,32	24,72315
92,27	9,913	92,27	24,773
92,23	9,917	92,23	24,8231
92,17	9,923	92,17	24,87345
92,13	9,924	92,13	24,92404
92,07	9,935	92,07	24,97486
92,03	9,938	92,03	25,02592
91,98	9,948	91,98	25,07725
91,94	9,958	91,94	25,12884
91,88	9,971	91,88	25,18068
91,82	9,984	91,82	25,23272
91,78	9,988	91,78	25,28488
91,75	9,991	91,75	25,33714
91,7	10,008	91,7	25,38952
91,64	10,023	91,64	25,44201
91,6	10,028	91,6	25,49468
91,55	10,031	91,55	25,54758
91,5	10,044	91,5	25,60077
91,45	10,049	91,45	25,65424
91,41	10,058	91,41	25,70796
91,35	10,06	91,35	25,76191
91,31	10,065	91,31	25,81606
91,26	10,079	91,26	25,87039
91,21	10,09	91,21	25,92488
91,16	10,103	91,16	25,97952
91,12	10,111	91,12	26,03432
91,06	10,124	91,06	26,08928
91,02	10,127	91,02	26,14444
90,96	10,137	90,96	26,19983
90,92	10,143	90,92	26,25544
90,87	10,147	90,87	26,31126
90,81	10,151	90,81	26,36728
90,77	10,161	90,77	26,42346
90,71	10,168	90,71	26,47978
90,67	10,18	90,67	26,5362
90,62	10,192	90,62	26,59272
90,58	10,199	90,58	26,64931
90,52	10,205	90,52	26,706
90,47	10,207	90,47	26,76281
90,42	10,216	90,42	26,81979
90,37	10,233	90,37	26,87697
90,33	10,241	90,33	26,93436
90,27	10,252	90,27	26,99197
90,23	10,255	90,23	27,0498
90,17	10,263	90,17	27,10785
90,13	10,278	90,13	27,16611
90,08	10,289	90,08	27,2246
90,02	10,296	90,02	27,28331
89,98	10,303	89,98	27,34222
89,92	10,313	89,92	27,40134
89,88	10,32	89,88	27,46065
89,83	10,331	89,83	27,52016
89,78	10,334	89,78	27,57988
89,73	10,344	89,73	27,6398
89,67	10,361	89,67	27,69993
89,63	10,373	89,63	27,76026
89,58	10,379	89,58	27,82078
89,53	10,396	89,53	27,88147
89,48	10,401	89,48	27,94234
89,44	10,41	89,44	28,00338
89,38	10,42	89,38	28,06461
89,34	10,425	89,34	28,12607
89,29	10,438	89,29	28,18783
89,24	10,45	89,24	28,24991
89,19	10,467	89,19	28,31232
89,15	10,476	89,15	28,37508
89,09	10,482	89,09	28,43813
89,05	10,499	89,05	28,50143
88,99	10,504	88,99	28,56494
88,95	10,515	88,95	28,62866
88,9	10,518	88,9	28,69259
88,86	10,534	88,86	28,75675
88,8	10,55	88,8	28,82116
88,74	10,564	88,74	28,88585
88,7	10,577	88,7	28,95083
88,65	10,58	88,65	29,01611
88,61	10,585	88,61	29,08167
88,55	10,598	88,55	29,14749
88,51	10,618	88,51	29,21357
88,45	10,634	88,45	29,27988
88,41	10,644	88,41	29,34643
88,36	10,652	88,36	29,41324
88,3	10,659	88,3	29,48032
88,26	10,672	88,26	29,54764
88,2	10,679	88,2	29,61523
88,16	10,692	88,16	29,68307
88,1	10,701	88,1	29,75119
88,06	10,713	88,06	29,81958
88,01	10,721	88,01	29,88826
87,95	10,736	87,95	29,95719
87,91	10,744	87,91	30,02637
87,85	10,75	87,85	30,09581
87,81	10,77	87,81	30,16554
87,76	10,775	87,76	30,2356
87,72	10,781	87,72	30,30599
87,66	10,787	87,66	30,37669
87,62	10,805	87,62	30,44766
87,56	10,817	87,56	30,51884
87,51	10,829	87,51	30,59019
87,47	10,84	87,47	30,66171
87,41	10,847	87,41	30,73342
87,37	10,858	87,37	30,80531
87,31	10,864	87,31	30,87737
87,27	10,87	87,27	30,94963
87,22	10,872	87,22	31,0221
87,16	10,903	87,16	31,09478
87,12	10,915	87,12	31,16765
87,06	10,934	87,06	31,24071
87,02	10,941	87,02	31,31396
86,97	10,95	86,97	31,3874
86,93	10,957	86,93	31,46101
86,87	10,975	86,87	31,53482
86,81	10,977	86,81	31,60882
86,77	10,988	86,77	31,68302
86,72	10,999	86,72	31,7574
86,68	11,006	86,68	31,83195
86,62	11,02	86,62	31,90665
86,58	11,033	86,58	31,98153
86,52	11,042	86,52	32,05657
86,48	11,057	86,48	32,13177
86,43	11,066	86,43	32,2071
86,39	11,077	86,39	32,28256
86,33	11,086	86,33	32,35812
86,27	11,103	86,27	32,43376
86,23	11,113	86,23	32,5095
86,18	11,13	86,18	32,58535
86,13	11,14	86,13	32,66132
86,08	11,155	86,08	32,73743
86,04	11,164	86,04	32,81369
85,98	11,173	85,98	32,89014
85,94	11,182	85,94	32,96675
85,89	11,19	85,89	33,04354
85,84	11,21	85,84	33,12052
85,79	11,215	85,79	33,19768
85,75	11,232	85,75	33,27501
85,69	11,245	85,69	33,35253
85,65	11,256	85,65	33,43022
85,59	11,269	85,59	33,5081
85,54	11,28	85,54	33,58618
85,5	11,301	85,5	33,66447
85,44	11,307	85,44	33,74296
85,4	11,327	85,4	33,82166
85,35	11,346	85,35	33,90052
85,3	11,364	85,3	33,97948
85,25	11,369	85,25	34,0585
85,19	11,374	85,19	34,13758
85,15	11,393	85,15	34,2167
85,1	11,409	85,1	34,29593
85,05	11,427	85,05	34,37532
85	11,435	85	34,45489
84,96	11,448	84,96	34,53468
84,9	11,456	84,9	34,61468
84,86	11,473	84,86	34,69491
84,8	11,49	84,8	34,77535
84,75	11,505	84,75	34,856
84,71	11,514	84,71	34,93681
84,65	11,516	84,65	35,01777
84,61	11,54	84,61	35,09889
84,55	11,55	84,55	35,18018
84,51	11,565	84,51	35,26164
84,46	11,582	84,46	35,34326
84,4	11,596	84,4	35,42506
84,36	11,609	84,36	35,50703
84,3	11,626	84,3	35,58918
84,26	11,639	84,26	35,67148
84,21	11,647	84,21	35,75395
84,16	11,661	84,16	35,83658
84,11	11,67	84,11	35,91937
84,07	11,693	84,07	36,00232
84,01	11,704	84,01	36,08538
83,96	11,724	83,96	36,16857
83,91	11,734	83,91	36,25192
83,86	11,744	83,86	36,33544
83,82	11,759	83,82	36,41915
83,76	11,775	83,76	36,50304
83,71	11,789	83,71	36,58705
83,66	11,802	83,66	36,67116
83,61	11,8	83,61	36,75535
83,57	11,701	83,57	36,8396
83,51	11,792	83,51	36,92391
83,46	11,834	83,46	37,00828
83,41	11,879	83,41	37,0927
83,36	11,887	83,36	37,17715
83,32	11,901	83,32	37,26163
83,26	11,911	83,26	37,34612
83,22	11,93	83,22	37,4306
83,17	11,937	83,17	37,51509
83,12	11,957	83,12	37,59962
83,07	11,965	83,07	37,68417
83,01	11,974	83,01	37,76876
82,97	11,984	82,97	37,85338
82,92	11,996	82,92	37,93802
82,87	12,022	82,87	38,0227
82,82	12,037	82,82	38,10741
82,78	12,056	82,78	38,19216
82,72	12,066	82,72	38,27695
82,67	12,079	82,67	38,36177
82,62	12,088	82,62	38,44664
82,57	12,111	82,57	38,53156
82,53	12,126	82,53	38,61654
82,47	12,139	82,47	38,70158
82,43	12,143	82,43	38,7867
82,37	12,161	82,37	38,87187
82,32	12,173	82,32	38,95709
82,28	12,184	82,28	39,04236
82,22	12,216	82,22	39,12768
82,18	12,228	82,18	39,21304
82,12	12,242	82,12	39,29844
82,08	12,262	82,08	39,38389
82,03	12,277	82,03	39,46939
81,97	12,287	81,97	39,55495
81,93	12,301	81,93	39,64063
81,87	12,313	81,87	39,72647
81,83	12,328	81,83	39,81248
81,78	12,355	81,78	39,89865
81,73	12,365	81,73	39,98499
81,68	12,382	81,68	40,07148
81,63	12,391	81,63	40,15803
81,58	12,426	81,58	40,24461
81,53	12,44	81,53	40,33121
81,49	12,445	81,49	40,41785
81,43	12,47	81,43	40,5045
81,39	12,481	81,39	40,59117
81,33	12,495	81,33	40,67786
81,28	12,514	81,28	40,76458
81,24	12,536	81,24	40,85134
81,18	12,55	81,18	40,93816
81,14	12,572	81,14	41,02505
81,09	12,585	81,09	41,11199
81,04	12,604	81,04	41,19897
80,99	12,619	80,99	41,28596
80,93	12,645	80,93	41,37293
80,89	12,654	80,89	41,45987
80,83	12,675	80,83	41,5468
80,79	12,692	80,79	41,6337
80,74	12,72	80,74	41,72057
80,69	12,731	80,69	41,80744
80,64	12,746	80,64	41,89433
80,58	12,767	80,58	41,98122
80,54	12,777	80,54	42,0681
80,49	12,798	80,49	42,15495
80,44	12,808	80,44	42,24176
80,39	12,834	80,39	42,32849
80,35	12,848	80,35	42,41514
80,29	12,872	80,29	42,50169
80,25	12,879	80,25	42,58816
80,19	12,895	80,19	42,67457
80,14	12,92	80,14	42,76091
80,1	12,931	80,1	42,84716
80,04	12,953	80,04	42,93331
80	12,96	80	43,01936
79,94	12,986	79,94	43,10528
79,9	12,994	79,9	43,19106
79,85	13,018	79,85	43,27669
79,81	13,026	79,81	43,36218
79,75	13,038	79,75	43,44752
79,7	13,057	79,7	43,53271
79,65	13,071	79,65	43,61779
79,6	13,093	79,6	43,70275
79,56	13,103	79,56	43,7876
79,5	13,131	79,5	43,87233
79,46	13,148	79,46	43,95689
79,4	13,162	79,4	44,04124
79,36	13,167	79,36	44,12532
79,31	13,196	79,31	44,20912
79,25	13,206	79,25	44,29265
79,21	13,22	79,21	44,37591
79,15	13,249	79,15	44,45894
79,11	13,264	79,11	44,5418
79,06	13,279	79,06	44,62449
79,02	13,296	79,02	44,70703
78,96	13,318	78,96	44,78938
78,92	13,332	78,92	44,87155
78,86	13,342	78,86	44,95352
78,82	13,364	78,82	45,03526
78,77	13,372	78,77	45,11679
78,73	13,397	78,73	45,19811
78,67	13,412	78,67	45,27924
78,61	13,444	78,61	45,3602
78,57	13,457	78,57	45,44099
78,52	13,479	78,52	45,52165
78,47	13,485	78,47	45,60217
78,42	13,501	78,42	45,68258
78,38	13,526	78,38	45,76287
78,32	13,539	78,32	45,84306
78,27	13,57	78,27	45,92314
78,23	13,587	78,23	46,0031
78,17	13,603	78,17	46,08294
78,13	13,621	78,13	46,16264
78,07	13,648	78,07	46,24219
78,03	13,667	78,03	46,32161
77,98	13,684	77,98	46,40091
77,93	13,711	77,93	46,48005
77,88	13,725	77,88	46,55903
77,82	13,747	77,82	46,6378
77,78	13,758	77,78	46,71637
77,72	13,797	77,72	46,79472
77,68	13,814	77,68	46,8729
77,63	13,833	77,63	46,95094
77,59	13,853	77,59	47,02889
77,53	13,877	77,53	47,10676
77,49	13,892	77,49	47,18454
77,43	13,909	77,43	47,26221
77,38	13,938	77,38	47,33978
77,34	13,953	77,34	47,41722
77,28	13,98	77,28	47,4945
77,24	14	77,24	47,57163
77,18	14,024	77,18	47,64863
77,14	14,044	77,14	47,72547
77,09	14,065	77,09	47,80217
77,05	14,09	77,05	47,87873
76,99	14,103	76,99	47,95516
76,95	14,13	76,95	48,03146
76,89	14,151	76,89	48,10763
76,84	14,163	76,84	48,18367
76,8	14,19	76,8	48,25955
76,74	14,215	76,74	48,33527
76,7	14,236	76,7	48,41081
76,64	14,26	76,64	48,48615
76,6	14,281	76,6	48,56127
76,55	14,29	76,55	48,63619
76,49	14,32	76,49	48,71092
76,45	14,336	76,45	48,78548
76,39	14,358	76,39	48,85987
76,35	14,37	76,35	48,93409
76,29	14,396	76,29	49,00809
76,25	14,415	76,25	49,08185
76,2	14,437	76,2	49,15532
76,16	14,464	76,16	49,22847
76,1	14,479	76,1	49,30131
76,04	14,497	76,04	49,37384
76	14,519	76	49,44605
75,95	14,531	75,95	49,51795
75,91	14,553	75,91	49,58954
75,85	14,566	75,85	49,66079
75,81	14,594	75,81	49,7317
75,75	14,611	75,75	49,80227
75,7	14,636	75,7	49,87251
75,66	14,662	75,66	49,94243
75,6	14,682	75,6	50,01201
75,56	14,689	75,56	50,08124
75,5	14,703	75,5	50,15008
75,46	14,731	75,46	50,21855
75,41	14,757	75,41	50,28668
75,35	14,771	75,35	50,35451
75,31	14,797	75,31	50,42207
75,25	14,817	75,25	50,48934
75,21	14,842	75,21	50,5563
75,16	14,851	75,16	50,62293
75,12	14,867	75,12	50,68917
75,06	14,891	75,06	50,755
75,02	14,921	75,02	50,8204
74,96	14,94	74,96	50,88539
74,92	14,948	74,92	50,94996
74,87	14,989	74,87	51,01411
74,81	15,011	74,81	51,07787
74,77	15,032	74,77	51,14127
74,72	15,057	74,72	51,2043
74,67	15,077	74,67	51,26696
74,62	15,098	74,62	51,32922
74,57	15,119	74,57	51,39107
74,52	15,136	74,52	51,4525
74,46	15,16	74,46	51,51351
74,42	15,188	74,42	51,57411
74,37	15,204	74,37	51,63429
74,33	15,236	74,33	51,69406
74,27	15,246	74,27	51,75345
74,23	15,289	74,23	51,81245
74,17	15,306	74,17	51,87109
74,12	15,335	74,12	51,9294
74,08	15,353	74,08	51,9874
74,02	15,383	74,02	52,04505
73,96	15,404	73,96	52,10235
73,91	15,434	73,91	52,15925
73,87	15,453	73,87	52,21573
73,81	15,473	73,81	52,27182
73,77	15,5	73,77	52,32752
73,72	15,531	73,72	52,38287
73,67	15,556	73,67	52,43788
73,62	15,58	73,62	52,49257
73,58	15,604	73,58	52,5469
73,52	15,624	73,52	52,601
73,48	15,649	73,48	52,65498
73,42	15,672	73,42	52,70884
73,37	15,693	73,37	52,76255
73,33	15,722	73,33	52,81614
73,27	15,755	73,27	52,86962
73,23	15,773	73,23	52,92294
73,17	15,795	73,17	52,97608
73,13	15,824	73,13	53,029
73,08	15,849	73,08	53,0817
73,03	15,876	73,03	53,13416
72,98	15,886	72,98	53,18638
72,94	15,918	72,94	53,23836
72,88	15,941	72,88	53,29007
72,84	15,961	72,84	53,34151
72,78	15,983	72,78	53,39267
72,73	16,008	72,73	53,44359
72,69	16,034	72,69	53,49426
72,63	16,052	72,63	53,54468
72,59	16,087	72,59	53,59483
72,53	16,094	72,53	53,64469
72,49	16,114	72,49	53,69426
72,44	16,152	72,44	53,74351
72,4	16,173	72,4	53,79246
72,34	16,198	72,34	53,8411
72,3	16,219	72,3	53,88945
72,24	16,245	72,24	53,93753
72,2	16,264	72,2	53,98535
72,15	16,289	72,15	54,03292
72,09	16,313	72,09	54,0802
72,05	16,335	72,05	54,1272
71,99	16,366	71,99	54,1739
71,95	16,381	71,95	54,22029
71,9	16,412	71,9	54,26639
71,85	16,426	71,85	54,31218
71,8	16,448	71,8	54,35766
71,76	16,467	71,76	54,4028
71,7	16,49	71,7	54,4476
71,66	16,517	71,66	54,49202
71,61	16,54	71,61	54,53609
71,55	16,568	71,55	54,5798
71,51	16,584	71,51	54,62318
71,45	16,605	71,45	54,66625
71,41	16,629	71,41	54,70903
71,36	16,644	71,36	54,75151
71,31	16,672	71,31	54,7937
71,26	16,702	71,26	54,83562
71,2	16,721	71,2	54,87725
71,16	16,752	71,16	54,91858
71,11	16,773	71,11	54,95962
71,07	16,802	71,07	55,0004
71,01	16,827	71,01	55,04081
70,97	16,848	70,97	55,08072
70,91	16,87	70,91	55,12015
70,86	16,901	70,86	55,15914
70,81	16,934	70,81	55,19767
70,76	16,953	70,76	55,23573
70,72	16,982	70,72	55,27332
70,66	16,997	70,66	55,31047
70,62	17,026	70,62	55,34721
70,56	17,054	70,56	55,38355
70,52	17,079	70,52	55,41947
70,47	17,112	70,47	55,45497
70,41	17,133	70,41	55,49006
70,37	17,169	70,37	55,52473
70,32	17,186	70,32	55,55898
70,27	17,233	70,27	55,59281
70,22	17,262	70,22	55,62619
70,18	17,281	70,18	55,65913
70,12	17,31	70,12	55,69163
70,08	17,335	70,08	55,72368
70,02	17,356	70,02	55,75528
69,97	17,375	69,97	55,78643
69,92	17,413	69,92	55,81718
69,87	17,439	69,87	55,84749
69,83	17,482	69,83	55,87739
69,77	17,499	69,77	55,90686
69,73	17,536	69,73	55,93584
69,68	17,556	69,68	55,96433
69,62	17,601	69,62	55,9923
69,58	17,627	69,58	56,0198
69,52	17,66	69,52	56,04671
69,47	17,672	69,47	56,07287
69,43	17,698	69,43	56,09831
69,37	17,726	69,37	56,12301
69,33	17,757	69,33	56,14695
69,27	17,778	69,27	56,17013
69,23	17,799	69,23	56,19256
69,18	17,825	69,18	56,21422
69,12	17,847	69,12	56,23516
69,08	17,889	69,08	56,25535
69,02	17,907	69,02	56,27476
68,98	17,94	68,98	56,29342
68,93	17,962	68,93	56,31132
68,89	17,993	68,89	56,32846
68,83	18,013	68,83	56,34484
68,79	18,034	68,79	56,36048
68,73	18,064	68,73	56,37531
68,69	18,076	68,69	56,38935
68,64	18,117	68,64	56,4026
68,59	18,139	68,59	56,41504
68,54	18,164	68,54	56,42665
68,48	18,189	68,48	56,43741
68,44	18,202	68,44	56,44732
68,38	18,233	68,38	56,45634
68,34	18,255	68,34	56,46451
68,29	18,294	68,29	56,47184
68,25	18,31	68,25	56,47834
68,19	18,341	68,19	56,48399
68,15	18,354	68,15	56,4888
68,09	18,383	68,09	56,49278
68,05	18,395	68,05	56,4959
68	18,414	68	56,49818
67,94	18,442	67,94	56,49961
67,9	18,467	67,9	56,5002
67,84	18,508	67,84	56,49994
67,8	18,537	67,8	56,49884
67,75	18,549	67,75	56,49692
67,71	18,58	67,71	56,4942
67,65	18,6	67,65	56,49065
67,61	18,632	67,61	56,48629
67,55	18,649	67,55	56,48112
67,51	18,679	67,51	56,47513
67,46	18,704	67,46	56,46833
67,4	18,731	67,4	56,46073
67,36	18,752	67,36	56,45235
67,3	18,79	67,3	56,44319
67,26	18,812	67,26	56,43325
67,21	18,83	67,21	56,42252
67,17	18,874	67,17	56,411
67,11	18,893	67,11	56,3987
67,05	18,928	67,05	56,3856
67,01	18,945	67,01	56,37181
66,96	18,982	66,96	56,35749
66,92	19,011	66,92	56,34262
66,86	19,025	66,86	56,32723
66,82	19,052	66,82	56,31132
66,76	19,095	66,76	56,29492
66,71	19,113	66,71	56,27804
66,67	19,137	66,67	56,26069
66,61	19,175	66,61	56,24283
66,57	19,194	66,57	56,22446
66,51	19,228	66,51	56,20558
66,47	19,259	66,47	56,18617
66,41	19,29	66,41	56,16624
66,36	19,303	66,36	56,14581
66,32	19,35	66,32	56,12487
66,26	19,388	66,26	56,10343
66,22	19,428	66,22	56,08152
66,16	19,448	66,16	56,05913
66,12	19,471	66,12	56,03625
66,07	19,498	66,07	56,01288
66,03	19,521	66,03	55,98902
