Mean molecule area A2/molecule	Surface pressure, mN/m	Mean molecule area A2/molecule	Cs-1, mN/m
187,91	1,996	187,91	16,20787
187,86	1,995	187,86	16,22675
187,81	1,986	187,81	16,24577
187,76	1,989	187,76	16,26486
187,72	2,005	187,72	16,284
187,66	2,007	187,66	16,30317
187,62	2,012	187,62	16,32234
187,57	2,022	187,57	16,34153
187,52	2,013	187,52	16,36075
187,47	2,008	187,47	16,38003
187,41	2,018	187,41	16,39942
187,37	2,022	187,37	16,41895
187,32	2,021	187,32	16,43864
187,27	2,02	187,27	16,45845
187,22	2,023	187,22	16,47835
187,18	2,029	187,18	16,49831
187,12	2,034	187,12	16,51832
187,08	2,036	187,08	16,53839
187,02	2,037	187,02	16,55857
186,98	2,037	186,98	16,57889
186,93	2,046	186,93	16,59935
186,89	2,048	186,89	16,61994
186,83	2,046	186,83	16,64063
186,79	2,055	186,79	16,66142
186,73	2,06	186,73	16,68229
186,68	2,065	186,68	16,70317
186,64	2,061	186,64	16,72407
186,58	2,069	186,58	16,74498
186,54	2,075	186,54	16,7659
186,48	2,078	186,48	16,78683
186,44	2,071	186,44	16,80774
186,39	2,071	186,39	16,82859
186,34	2,079	186,34	16,84936
186,29	2,083	186,29	16,87005
186,24	2,091	186,24	16,89067
186,19	2,09	186,19	16,91127
186,15	2,09	186,15	16,93193
186,09	2,092	186,09	16,95266
186,05	2,091	186,05	16,97342
186	2,106	186	16,99423
185,95	2,107	185,95	17,01505
185,9	2,1	185,9	17,03587
185,84	2,101	185,84	17,05664
185,8	2,108	185,8	17,07732
185,76	2,112	185,76	17,09789
185,71	2,113	185,71	17,11828
185,65	2,11	185,65	17,13848
185,61	2,109	185,61	17,1585
185,55	2,109	185,55	17,17841
185,51	2,109	185,51	17,19824
185,46	2,111	185,46	17,218
185,41	2,132	185,41	17,23769
185,36	2,142	185,36	17,25728
185,32	2,135	185,32	17,27675
185,26	2,127	185,26	17,29611
185,22	2,147	185,22	17,31537
185,16	2,152	185,16	17,33455
185,12	2,152	185,12	17,35366
185,07	2,158	185,07	17,37268
185,01	2,16	185,01	17,39161
184,97	2,156	184,97	17,41043
184,91	2,154	184,91	17,42913
184,87	2,166	184,87	17,44768
184,82	2,167	184,82	17,46609
184,78	2,169	184,78	17,48435
184,72	2,17	184,72	17,50246
184,66	2,171	184,66	17,52044
184,62	2,171	184,62	17,53829
184,57	2,178	184,57	17,556
184,53	2,189	184,53	17,57354
184,47	2,195	184,47	17,59091
184,43	2,197	184,43	17,60812
184,37	2,203	184,37	17,62517
184,33	2,202	184,33	17,64209
184,28	2,201	184,28	17,65889
184,23	2,201	184,23	17,67557
184,18	2,2	184,18	17,69214
184,14	2,202	184,14	17,70857
184,08	2,203	184,08	17,72483
184,03	2,207	184,03	17,74091
183,98	2,204	183,98	17,75683
183,93	2,199	183,93	17,77264
183,89	2,21	183,89	17,7884
183,83	2,226	183,83	17,80422
183,79	2,23	183,79	17,82014
183,73	2,231	183,73	17,83615
183,69	2,232	183,69	17,85222
183,64	2,246	183,64	17,86833
183,6	2,244	183,6	17,88449
183,54	2,241	183,54	17,90068
183,5	2,242	183,5	17,91689
183,44	2,249	183,44	17,93309
183,39	2,253	183,39	17,94921
183,35	2,258	183,35	17,96522
183,3	2,261	183,3	17,98115
183,25	2,263	183,25	17,99702
183,21	2,263	183,21	18,01286
183,15	2,266	183,15	18,02871
183,1	2,268	183,1	18,04453
183,06	2,274	183,06	18,06029
183	2,278	183	18,07595
182,96	2,28	182,96	18,09154
182,9	2,282	182,9	18,10709
182,86	2,294	182,86	18,12261
182,81	2,288	182,81	18,13809
182,76	2,286	182,76	18,15355
182,71	2,286	182,71	18,16897
182,67	2,298	182,67	18,18435
182,61	2,312	182,61	18,19969
182,57	2,311	182,57	18,21502
182,51	2,311	182,51	18,23035
182,47	2,314	182,47	18,24571
182,42	2,32	182,42	18,2611
182,36	2,322	182,36	18,27658
182,32	2,327	182,32	18,29217
182,26	2,332	182,26	18,30785
182,22	2,343	182,22	18,3236
182,17	2,35	182,17	18,33936
182,12	2,351	182,12	18,35512
182,07	2,35	182,07	18,3709
182,03	2,347	182,03	18,38672
181,97	2,347	181,97	18,40259
181,93	2,348	181,93	18,41854
181,87	2,354	181,87	18,43455
181,83	2,355	181,83	18,45059
181,78	2,35	181,78	18,46664
181,74	2,348	181,74	18,48269
181,68	2,355	181,68	18,49874
181,64	2,362	181,64	18,51477
181,58	2,383	181,58	18,5308
181,53	2,388	181,53	18,54684
181,49	2,383	181,49	18,5629
181,43	2,382	181,43	18,57901
181,39	2,388	181,39	18,59514
181,33	2,39	181,33	18,61125
181,29	2,39	181,29	18,6273
181,24	2,399	181,24	18,64327
181,19	2,403	181,19	18,65914
181,14	2,406	181,14	18,67487
181,1	2,411	181,1	18,69047
181,04	2,416	181,04	18,70593
181	2,42	181	18,72125
180,92	2,428	180,92	18,73639
180,83	2,431	180,83	18,75142
180,78	2,436	180,78	18,76636
180,71	2,448	180,71	18,78118
180,65	2,447	180,65	18,79592
180,6	2,447	180,6	18,81059
180,56	2,446	180,56	18,82519
180,5	2,445	180,5	18,83972
180,46	2,455	180,46	18,85416
180,4	2,454	180,4	18,86847
180,36	2,45	180,36	18,88259
180,31	2,468	180,31	18,89649
180,27	2,47	180,27	18,91022
180,21	2,462	180,21	18,92384
180,15	2,466	180,15	18,93742
180,11	2,479	180,11	18,95101
180,06	2,481	180,06	18,96467
180,02	2,485	180,02	18,97843
179,96	2,494	179,96	18,99229
179,92	2,5	179,92	19,00622
179,87	2,505	179,87	19,02019
179,82	2,508	179,82	19,03412
179,77	2,513	179,77	19,04792
179,73	2,513	179,73	19,06154
179,67	2,515	179,67	19,07499
179,63	2,52	179,63	19,08831
179,57	2,515	179,57	19,10153
179,52	2,511	179,52	19,11466
179,48	2,526	179,48	19,1277
179,42	2,527	179,42	19,14064
179,38	2,528	179,38	19,15345
179,32	2,534	179,32	19,16617
179,28	2,534	179,28	19,17881
179,23	2,534	179,23	19,19136
179,18	2,545	179,18	19,20381
179,13	2,548	179,13	19,21613
179,09	2,55	179,09	19,22836
179,03	2,549	179,03	19,24051
178,99	2,559	178,99	19,25261
178,93	2,567	178,93	19,26468
178,88	2,568	178,88	19,2767
178,84	2,566	178,84	19,28863
178,78	2,571	178,78	19,30048
178,74	2,575	178,74	19,31227
178,68	2,57	178,68	19,32402
178,64	2,576	178,64	19,33575
178,59	2,58	178,59	19,34749
178,55	2,585	178,55	19,35924
178,49	2,594	178,49	19,37098
178,45	2,598	178,45	19,3827
178,39	2,597	178,39	19,3944
178,35	2,597	178,35	19,40605
178,29	2,601	178,29	19,41759
178,24	2,608	178,24	19,429
178,2	2,614	178,2	19,44028
178,14	2,615	178,14	19,45142
178,1	2,62	178,1	19,46241
178,04	2,629	178,04	19,47325
178	2,631	178	19,48394
177,95	2,634	177,95	19,49454
177,91	2,636	177,91	19,5051
177,85	2,639	177,85	19,51571
177,81	2,64	177,81	19,52642
177,75	2,638	177,75	19,53726
177,71	2,643	177,71	19,54819
177,66	2,648	177,66	19,55917
177,6	2,65	177,6	19,57013
177,56	2,647	177,56	19,58105
177,5	2,65	177,5	19,59189
177,46	2,651	177,46	19,60259
177,41	2,657	177,41	19,61315
177,36	2,661	177,36	19,62356
177,31	2,68	177,31	19,63385
177,27	2,685	177,27	19,64406
177,21	2,68	177,21	19,65421
177,17	2,676	177,17	19,6643
177,12	2,676	177,12	19,67432
177,07	2,68	177,07	19,68428
177,02	2,689	177,02	19,6942
176,96	2,699	176,96	19,70409
176,92	2,705	176,92	19,714
176,87	2,705	176,87	19,72395
176,82	2,707	176,82	19,7339
176,77	2,714	176,77	19,74384
176,73	2,715	176,73	19,75379
176,67	2,727	176,67	19,76376
176,63	2,729	176,63	19,77375
176,57	2,727	176,57	19,78372
176,53	2,729	176,53	19,79369
176,48	2,737	176,48	19,80365
176,42	2,739	176,42	19,81363
176,38	2,748	176,38	19,82365
176,32	2,751	176,32	19,83369
176,28	2,751	176,28	19,84371
176,23	2,745	176,23	19,85365
176,19	2,753	176,19	19,86343
176,13	2,763	176,13	19,87307
176,09	2,767	176,09	19,88254
176,03	2,77	176,03	19,89186
175,99	2,772	175,99	19,90103
175,94	2,766	175,94	19,9101
175,89	2,765	175,89	19,91909
175,84	2,769	175,84	19,92807
175,8	2,766	175,8	19,93716
175,74	2,771	175,74	19,94642
175,7	2,784	175,7	19,95589
175,64	2,801	175,64	19,96555
175,6	2,808	175,6	19,97538
175,55	2,797	175,55	19,98536
175,49	2,796	175,49	19,99548
175,45	2,803	175,45	20,00574
175,39	2,814	175,39	20,0161
175,35	2,828	175,35	20,02653
175,3	2,83	175,3	20,03702
175,26	2,831	175,26	20,04752
175,2	2,833	175,2	20,05808
175,16	2,833	175,16	20,06872
175,1	2,83	175,1	20,07945
175,06	2,829	175,06	20,09027
175,01	2,838	175,01	20,10118
174,95	2,842	174,95	20,11215
174,91	2,844	174,91	20,12319
174,85	2,846	174,85	20,13431
174,81	2,85	174,81	20,14551
174,76	2,859	174,76	20,15678
174,71	2,863	174,71	20,16812
174,66	2,865	174,66	20,17954
174,62	2,867	174,62	20,19103
174,56	2,868	174,56	20,20261
174,52	2,872	174,52	20,21428
174,46	2,883	174,46	20,22603
174,41	2,888	174,41	20,23785
174,37	2,89	174,37	20,24972
174,31	2,886	174,31	20,26165
174,27	2,884	174,27	20,27365
174,21	2,894	174,21	20,28575
174,17	2,905	174,17	20,298
174,12	2,912	174,12	20,31045
174,08	2,917	174,08	20,32314
174,02	2,918	174,02	20,33608
173,98	2,909	173,98	20,34919
173,92	2,915	173,92	20,36239
173,87	2,932	173,87	20,37563
173,83	2,94	173,83	20,38889
173,77	2,939	173,77	20,40214
173,73	2,939	173,73	20,41544
173,67	2,935	173,67	20,42882
173,63	2,937	173,63	20,44228
173,58	2,938	173,58	20,45582
173,54	2,941	173,54	20,46943
173,48	2,946	173,48	20,48314
173,42	2,952	173,42	20,49697
173,38	2,957	173,38	20,51094
173,33	2,961	173,33	20,52504
173,28	2,963	173,28	20,53922
173,23	2,968	173,23	20,55346
173,19	2,983	173,19	20,56773
173,13	2,986	173,13	20,58203
173,09	2,986	173,09	20,59637
173,04	2,99	173,04	20,61074
172,99	2,993	172,99	20,62513
172,94	2,998	172,94	20,63952
172,89	3,002	172,89	20,65392
172,84	2,999	172,84	20,66833
172,8	2,996	172,8	20,68276
172,74	3,001	172,74	20,69717
172,7	3,004	172,7	20,71154
172,65	3,007	172,65	20,72588
172,59	3,01	172,59	20,74017
172,55	3,013	172,55	20,75443
172,49	3,03	172,49	20,76867
172,45	3,035	172,45	20,78294
172,43	3,034	172,43	20,79726
172,37	3,033	172,37	20,81167
172,31	3,037	172,31	20,8262
172,27	3,041	172,27	20,8409
172,22	3,042	172,22	20,85576
172,17	3,045	172,17	20,87074
172,12	3,048	172,12	20,88577
172,08	3,055	172,08	20,90079
172,02	3,063	172,02	20,91573
171,97	3,072	171,97	20,93055
171,92	3,075	171,92	20,94525
171,87	3,077	171,87	20,95981
171,83	3,075	171,83	20,97418
171,77	3,082	171,77	20,98835
171,73	3,086	171,73	21,00232
171,68	3,105	171,68	21,01603
171,63	3,106	171,63	21,02949
171,58	3,104	171,58	21,04268
171,54	3,102	171,54	21,05566
171,48	3,113	171,48	21,06844
171,43	3,125	171,43	21,08108
171,38	3,124	171,38	21,09362
171,33	3,12	171,33	21,1061
171,29	3,127	171,29	21,11854
171,23	3,132	171,23	21,13093
171,19	3,135	171,19	21,14326
171,13	3,136	171,13	21,15554
171,09	3,134	171,09	21,16779
171,04	3,136	171,04	21,18001
170,98	3,145	170,98	21,19219
170,94	3,147	170,94	21,20432
170,88	3,157	170,88	21,21639
170,84	3,163	170,84	21,22838
170,79	3,167	170,79	21,24028
170,75	3,173	170,75	21,25212
170,69	3,175	170,69	21,26388
170,65	3,175	170,65	21,27553
170,59	3,179	170,59	21,28708
170,55	3,194	170,55	21,29853
170,5	3,195	170,5	21,30988
170,45	3,186	170,45	21,3211
170,4	3,188	170,4	21,33218
170,36	3,202	170,36	21,34308
170,3	3,204	170,3	21,35376
170,24	3,203	170,24	21,36419
170,2	3,208	170,2	21,37434
170,15	3,211	170,15	21,38417
170,11	3,212	170,11	21,39367
170,05	3,222	170,05	21,40283
170,01	3,232	170,01	21,41167
169,95	3,241	169,95	21,4202
169,91	3,234	169,91	21,42845
169,86	3,233	169,86	21,43639
169,81	3,24	169,81	21,44401
169,76	3,254	169,76	21,45127
169,7	3,261	169,7	21,45816
169,66	3,264	169,66	21,46471
169,61	3,263	169,61	21,47101
169,56	3,267	169,56	21,47709
169,51	3,272	169,51	21,48299
169,47	3,278	169,47	21,48874
169,41	3,281	169,41	21,49437
169,37	3,281	169,37	21,4999
169,32	3,282	169,32	21,5054
169,26	3,287	169,26	21,51091
169,22	3,288	169,22	21,51641
169,16	3,293	169,16	21,52184
169,12	3,305	169,12	21,52715
169,07	3,301	169,07	21,53229
169,02	3,3	169,02	21,53722
168,97	3,306	168,97	21,54193
168,93	3,315	168,93	21,54642
168,87	3,326	168,87	21,55069
168,83	3,329	168,83	21,55474
168,78	3,324	168,78	21,5586
168,72	3,323	168,72	21,56226
168,68	3,328	168,68	21,56572
168,62	3,338	168,62	21,56898
168,58	3,343	168,58	21,57205
168,53	3,346	168,53	21,57495
168,48	3,345	168,48	21,57766
168,43	3,348	168,43	21,58021
168,39	3,357	168,39	21,58254
168,33	3,361	168,33	21,58463
168,27	3,362	168,27	21,58643
168,23	3,37	168,23	21,58793
168,18	3,375	168,18	21,58917
168,14	3,376	168,14	21,59022
168,08	3,38	168,08	21,59116
168,04	3,388	168,04	21,59202
167,98	3,391	167,98	21,59281
167,94	3,392	167,94	21,59355
167,89	3,398	167,89	21,59423
167,85	3,405	167,85	21,59488
167,79	3,408	167,79	21,5955
167,73	3,419	167,73	21,59612
167,69	3,425	167,69	21,59677
167,64	3,425	167,64	21,59745
167,59	3,434	167,59	21,59815
167,54	3,439	167,54	21,59887
167,5	3,446	167,5	21,59957
167,44	3,449	167,44	21,60021
167,4	3,456	167,4	21,60076
167,35	3,462	167,35	21,60122
167,3	3,462	167,3	21,60156
167,25	3,46	167,25	21,6018
167,19	3,466	167,19	21,60196
167,15	3,467	167,15	21,602
167,09	3,469	167,09	21,60191
167,05	3,485	167,05	21,60171
167	3,491	167	21,60139
166,96	3,498	166,96	21,60094
166,9	3,501	166,9	21,60035
166,86	3,501	166,86	21,5996
166,8	3,505	166,8	21,59866
166,75	3,509	166,75	21,59752
166,71	3,509	166,71	21,5962
166,65	3,513	166,65	21,59479
166,61	3,514	166,61	21,59331
166,55	3,523	166,55	21,59178
166,51	3,524	166,51	21,59022
166,46	3,524	166,46	21,58864
166,42	3,541	166,42	21,58706
166,36	3,547	166,36	21,58552
166,3	3,555	166,3	21,58402
166,26	3,558	166,26	21,58257
166,21	3,551	166,21	21,58116
166,16	3,552	166,16	21,5798
166,11	3,556	166,11	21,57846
166,07	3,557	166,07	21,57717
166,01	3,57	166,01	21,57591
165,97	3,58	165,97	21,57465
165,91	3,582	165,91	21,57333
165,87	3,581	165,87	21,57197
165,82	3,587	165,82	21,57059
165,78	3,585	165,78	21,56921
165,72	3,593	165,72	21,56785
165,67	3,597	165,67	21,56647
165,62	3,607	165,62	21,56505
165,57	3,605	165,57	21,56353
165,53	3,607	165,53	21,56189
165,47	3,617	165,47	21,56011
165,43	3,625	165,43	21,55817
165,38	3,623	165,38	21,55603
165,33	3,626	165,33	21,55364
165,28	3,64	165,28	21,55095
165,22	3,641	165,22	21,548
165,18	3,638	165,18	21,5448
165,13	3,64	165,13	21,54143
165,08	3,644	165,08	21,53793
165,03	3,647	165,03	21,5343
164,99	3,647	164,99	21,53058
164,93	3,654	164,93	21,5268
164,89	3,661	164,89	21,523
164,84	3,675	164,84	21,51922
164,78	3,66	164,78	21,51547
164,74	3,691	164,74	21,51178
164,68	3,677	164,68	21,50816
164,64	3,681	164,64	21,50458
164,58	3,692	164,58	21,50103
164,54	3,689	164,54	21,49746
164,49	3,686	164,49	21,49383
164,43	3,712	164,43	21,49011
164,39	3,713	164,39	21,48635
164,33	3,705	164,33	21,48258
164,29	3,706	164,29	21,47882
164,24	3,72	164,24	21,47511
164,2	3,733	164,2	21,4714
164,14	3,755	164,14	21,46764
164,08	3,736	164,08	21,46385
164,04	3,739	164,04	21,45999
163,99	3,743	163,99	21,45605
163,93	3,749	163,93	21,45203
163,89	3,75	163,89	21,44789
163,83	3,75	163,83	21,4436
163,79	3,743	163,79	21,43912
163,74	3,742	163,74	21,43445
163,7	3,754	163,7	21,4296
163,64	3,757	163,64	21,42458
163,6	3,756	163,6	21,41939
163,54	3,758	163,54	21,41398
163,49	3,776	163,49	21,40837
163,45	3,783	163,45	21,40257
163,39	3,789	163,39	21,39663
163,35	3,797	163,35	21,39062
163,29	3,81	163,29	21,38458
163,25	3,816	163,25	21,37854
163,19	3,818	163,19	21,37248
163,15	3,818	163,15	21,36641
163,1	3,821	163,1	21,3603
163,04	3,825	163,04	21,35411
163	3,836	163	21,34782
162,95	3,835	162,95	21,34146
162,9	3,833	162,9	21,33503
162,85	3,832	162,85	21,32858
162,81	3,837	162,81	21,32216
162,75	3,841	162,75	21,31578
162,71	3,848	162,71	21,30943
162,65	3,858	162,65	21,30308
162,61	3,86	162,61	21,29668
162,56	3,869	162,56	21,29019
162,51	3,874	162,51	21,2836
162,46	3,877	162,46	21,27688
162,42	3,879	162,42	21,27003
162,36	3,884	162,36	21,26301
162,32	3,886	162,32	21,2558
162,26	3,886	162,26	21,24841
162,21	3,885	162,21	21,24083
162,17	3,885	162,17	21,2331
162,11	3,88	162,11	21,22524
162,07	3,891	162,07	21,21728
162,02	3,9	162,02	21,20925
161,97	3,905	161,97	21,20122
161,92	3,912	161,92	21,19324
161,88	3,915	161,88	21,1853
161,82	3,914	161,82	21,17738
161,77	3,914	161,77	21,1695
161,73	3,937	161,73	21,16164
161,67	3,941	161,67	21,15376
161,63	3,938	161,63	21,14587
161,57	3,943	161,57	21,13794
161,53	3,931	161,53	21,12997
161,47	3,922	161,47	21,12193
161,42	3,951	161,42	21,11384
161,38	3,968	161,38	21,10573
161,32	3,956	161,32	21,09763
161,28	3,956	161,28	21,08955
161,22	3,963	161,22	21,08153
161,18	3,986	161,18	21,07359
161,13	3,993	161,13	21,06573
161,09	3,993	161,09	21,05801
161,03	3,991	161,03	21,05045
160,99	3,985	160,99	21,04302
160,93	3,988	160,93	21,03568
160,88	3,991	160,88	21,02837
160,84	3,996	160,84	21,02099
160,78	4,001	160,78	21,01346
160,74	4,004	160,74	21,00578
160,68	4,007	160,68	20,99792
160,64	4,016	160,64	20,98991
160,59	4,023	160,59	20,98181
160,53	4,026	160,53	20,97367
160,49	4,029	160,49	20,96556
160,43	4,034	160,43	20,95748
160,39	4,034	160,39	20,94945
160,34	4,045	160,34	20,94144
160,29	4,049	160,29	20,93346
160,24	4,062	160,24	20,92551
160,2	4,064	160,2	20,91758
160,14	4,061	160,14	20,90969
160,09	4,059	160,09	20,90184
160,05	4,059	160,05	20,89403
159,99	4,075	159,99	20,88626
159,95	4,081	159,95	20,87854
159,89	4,089	159,89	20,87087
159,85	4,096	159,85	20,86326
159,8	4,106	159,8	20,85575
159,74	4,109	159,74	20,84835
159,7	4,107	159,7	20,84103
159,64	4,121	159,64	20,83379
159,6	4,121	159,6	20,82663
159,55	4,114	159,55	20,81953
159,5	4,122	159,5	20,81246
159,45	4,13	159,45	20,80539
159,41	4,133	159,41	20,79825
159,35	4,134	159,35	20,79099
159,3	4,137	159,3	20,78356
159,25	4,142	159,25	20,77595
159,2	4,141	159,2	20,76819
159,16	4,144	159,16	20,7603
159,1	4,143	159,1	20,75232
159,06	4,143	159,06	20,74429
159	4,144	159	20,73624
158,95	4,165	158,95	20,72821
158,91	4,17	158,91	20,72021
158,85	4,168	158,85	20,71222
158,81	4,173	158,81	20,70423
158,75	4,177	158,75	20,69622
158,71	4,178	158,71	20,68815
158,66	4,181	158,66	20,67997
158,62	4,186	158,62	20,67167
158,56	4,196	158,56	20,66323
158,52	4,2	158,52	20,65464
158,46	4,21	158,46	20,64596
158,41	4,215	158,41	20,63721
158,37	4,218	158,37	20,62846
158,31	4,216	158,31	20,61974
158,27	4,219	158,27	20,61106
158,21	4,225	158,21	20,6024
158,17	4,228	158,17	20,59372
158,12	4,232	158,12	20,58495
158,07	4,238	158,07	20,57605
158,02	4,247	158,02	20,56697
157,96	4,247	157,96	20,55767
157,92	4,254	157,92	20,54812
157,87	4,262	157,87	20,53833
157,82	4,275	157,82	20,52833
157,77	4,276	157,77	20,51809
157,73	4,265	157,73	20,50766
157,67	4,259	157,67	20,49706
157,62	4,276	157,62	20,48633
157,58	4,288	157,58	20,47549
157,52	4,279	157,52	20,46458
157,48	4,279	157,48	20,45365
157,42	4,286	157,42	20,44271
157,38	4,299	157,38	20,4318
157,33	4,302	157,33	20,42088
157,28	4,31	157,28	20,40993
157,23	4,307	157,23	20,3989
157,19	4,304	157,19	20,38778
157,13	4,311	157,13	20,37652
157,09	4,311	157,09	20,36509
157,03	4,325	157,03	20,35352
156,99	4,328	156,99	20,34183
156,94	4,328	156,94	20,33005
156,88	4,327	156,88	20,31822
156,84	4,328	156,84	20,30638
156,78	4,337	156,78	20,29455
156,74	4,341	156,74	20,28272
156,69	4,35	156,69	20,27085
156,65	4,367	156,65	20,25893
156,59	4,371	156,59	20,24695
156,55	4,377	156,55	20,23487
156,49	4,382	156,49	20,2227
156,44	4,397	156,44	20,21041
156,4	4,4	156,4	20,19797
156,34	4,389	156,34	20,18536
156,3	4,386	156,3	20,17259
156,24	4,383	156,24	20,15963
156,2	4,389	156,2	20,14648
156,15	4,411	156,15	20,13311
156,09	4,417	156,09	20,11952
156,05	4,421	156,05	20,10575
155,99	4,425	155,99	20,09182
155,95	4,433	155,95	20,07775
155,89	4,436	155,89	20,06353
155,86	4,437	155,86	20,04916
155,8	4,436	155,8	20,03462
155,74	4,434	155,74	20,01992
155,7	4,441	155,7	20,00509
155,64	4,44	155,64	19,99015
155,6	4,45	155,6	19,97513
155,55	4,457	155,55	19,96005
155,51	4,461	155,51	19,94493
155,45	4,47	155,45	19,9298
155,4	4,47	155,4	19,91472
155,35	4,471	155,35	19,89971
155,3	4,472	155,3	19,88479
155,26	4,475	155,26	19,86996
155,2	4,48	155,2	19,85519
155,16	4,489	155,16	19,84046
155,1	4,501	155,1	19,82574
155,06	4,503	155,06	19,811
155,01	4,495	155,01	19,79618
154,95	4,5	154,95	19,78123
154,91	4,511	154,91	19,76607
154,85	4,516	154,85	19,75065
154,81	4,518	154,81	19,73495
154,76	4,519	154,76	19,71895
154,72	4,519	154,72	19,70266
154,66	4,523	154,66	19,68612
154,6	4,528	154,6	19,66939
154,56	4,533	154,56	19,65251
154,51	4,538	154,51	19,63553
154,47	4,546	154,47	19,61844
154,41	4,547	154,41	19,60122
154,37	4,547	154,37	19,58383
154,31	4,549	154,31	19,56625
154,26	4,561	154,26	19,54844
154,22	4,566	154,22	19,53042
154,16	4,57	154,16	19,51223
154,12	4,571	154,12	19,49388
154,06	4,577	154,06	19,47539
154,02	4,578	154,02	19,45679
153,97	4,583	153,97	19,43811
153,93	4,587	153,93	19,41937
153,87	4,588	153,87	19,40057
153,83	4,589	153,83	19,38173
153,77	4,589	153,77	19,36284
153,73	4,591	153,73	19,34391
153,67	4,594	153,67	19,32499
153,63	4,609	153,63	19,30611
153,58	4,617	153,58	19,28727
153,52	4,62	153,52	19,26842
153,48	4,633	153,48	19,24948
153,43	4,634	153,43	19,23039
153,38	4,631	153,38	19,21109
153,33	4,639	153,33	19,1916
153,29	4,646	153,29	19,17195
153,23	4,645	153,23	19,15219
153,19	4,647	153,19	19,13233
153,14	4,651	153,14	19,11242
153,08	4,654	153,08	19,09243
153,04	4,656	153,04	19,07237
152,98	4,668	152,98	19,0522
152,94	4,68	152,94	19,03194
152,88	4,676	152,88	19,01156
152,84	4,678	152,84	18,99105
152,79	4,684	152,79	18,97039
152,75	4,688	152,75	18,94962
152,69	4,689	152,69	18,92873
152,65	4,7	152,65	18,90772
152,59	4,702	152,59	18,88654
152,54	4,697	152,54	18,8652
152,49	4,7	152,49	18,8437
152,44	4,715	152,44	18,82208
152,4	4,72	152,4	18,8004
152,34	4,72	152,34	18,7787
152,3	4,72	152,3	18,75701
152,25	4,724	152,25	18,73536
152,19	4,727	152,19	18,71378
152,15	4,733	152,15	18,6923
152,09	4,734	152,09	18,67091
152,05	4,738	152,05	18,64959
152	4,744	152	18,6283
151,96	4,755	151,96	18,60701
151,9	4,758	151,9	18,58572
151,84	4,753	151,84	18,56442
151,8	4,758	151,8	18,5431
151,75	4,763	151,75	18,52178
151,7	4,76	151,7	18,50043
151,65	4,765	151,65	18,47901
151,61	4,774	151,61	18,45753
151,55	4,783	151,55	18,43597
151,51	4,788	151,51	18,41433
151,45	4,789	151,45	18,39258
151,41	4,796	151,41	18,3707
151,36	4,801	151,36	18,3487
151,3	4,803	151,3	18,32656
151,26	4,806	151,26	18,30423
151,2	4,808	151,2	18,2817
151,16	4,819	151,16	18,25892
151,11	4,82	151,11	18,23588
151,07	4,816	151,07	18,21258
151,01	4,821	151,01	18,18909
150,95	4,831	150,95	18,16551
150,91	4,832	150,91	18,14195
150,86	4,83	150,86	18,11846
150,82	4,83	150,82	18,09506
150,76	4,839	150,76	18,07176
150,72	4,846	150,72	18,04853
150,66	4,859	150,66	18,02533
150,62	4,86	150,62	18,00213
150,57	4,854	150,57	17,97891
150,51	4,852	150,51	17,95566
150,47	4,866	150,47	17,93239
150,42	4,875	150,42	17,90911
150,37	4,881	150,37	17,88579
150,32	4,882	150,32	17,86245
150,28	4,879	150,28	17,83909
150,22	4,883	150,22	17,81573
150,17	4,893	150,17	17,79237
150,12	4,895	150,12	17,76905
150,07	4,891	150,07	17,74579
150,03	4,891	150,03	17,72262
149,97	4,896	149,97	17,69954
149,93	4,904	149,93	17,67655
149,87	4,906	149,87	17,65366
149,82	4,909	149,82	17,63088
149,78	4,922	149,78	17,6082
149,72	4,924	149,72	17,58559
149,68	4,919	149,68	17,56304
149,62	4,919	149,62	17,54051
149,58	4,923	149,58	17,518
149,53	4,933	149,53	17,49549
149,49	4,935	149,49	17,47301
149,43	4,938	149,43	17,45058
149,37	4,942	149,37	17,42822
149,33	4,946	149,33	17,40595
149,28	4,952	149,28	17,38377
149,23	4,956	149,23	17,36167
149,18	4,963	149,18	17,33969
149,14	4,965	149,14	17,31785
149,08	4,967	149,08	17,29616
149,03	4,969	149,03	17,27463
148,99	4,978	148,99	17,25327
148,93	4,982	148,93	17,23207
148,89	4,986	148,89	17,21102
148,83	4,988	148,83	17,19012
148,79	4,99	148,79	17,1694
148,73	4,993	148,73	17,1489
148,69	5,002	148,69	17,12866
148,64	5,004	148,64	17,10871
148,6	5,003	148,6	17,0891
148,54	5,008	148,54	17,06981
148,49	5,021	148,49	17,05078
148,44	5,026	148,44	17,03198
148,39	5,027	148,39	17,01331
148,35	5,032	148,35	16,99476
148,29	5,036	148,29	16,97629
148,25	5,035	148,25	16,9579
148,2	5,036	148,2	16,9396
148,15	5,045	148,15	16,9214
148,1	5,048	148,1	16,90332
148,04	5,046	148,04	16,88535
148	5,047	148	16,86753
147,94	5,052	147,94	16,84984
147,9	5,06	147,9	16,83228
147,85	5,066	147,85	16,81486
147,81	5,069	147,81	16,79757
147,75	5,071	147,75	16,7804
147,71	5,072	147,71	16,76336
147,65	5,08	147,65	16,74645
147,6	5,081	147,6	16,72966
147,55	5,092	147,55	16,71299
147,5	5,095	147,5	16,69645
147,46	5,095	147,46	16,68002
147,4	5,093	147,4	16,66369
147,36	5,092	147,36	16,64744
