AlphA. deg.	Ni Ka XRF, A.u. curve 4	Total external reflection, A.u.	AlphA. deg.	Ni Ka XRF, A.u. curve 2	AlphA. deg.	Exponential fitting curve 3	AlphA. deg.	Exponential fitting curve 5
--	--	--	--	--	0,12181	0,73435	0,12213	0,47701
--	--	--	--	--	0,12195	0,73586	0,12228	0,47924
--	--	--	--	--	0,12209	0,73736	0,12243	0,48147
--	--	--	--	--	0,12223	0,73888	0,12258	0,48372
--	--	--	--	--	0,12237	0,74039	0,12273	0,48598
--	--	--	--	--	0,12252	0,7419	0,12288	0,48825
--	--	--	--	--	0,12266	0,74342	0,12303	0,49053
--	--	--	--	--	0,1228	0,74494	0,12318	0,49282
--	--	--	--	--	0,12294	0,74646	0,12333	0,49512
--	--	--	--	--	0,12297	0,74677	0,12348	0,49743
--	--	--	--	--	0,12308	0,74798	0,12363	0,49975
--	--	--	--	--	0,12322	0,74951	0,12378	0,50208
--	--	--	--	--	0,12337	0,75104	0,12393	0,50442
--	--	--	--	--	0,12351	0,75257	0,12408	0,50678
--	--	--	--	--	0,12365	0,7541	0,12423	0,50914
--	--	--	--	--	0,12379	0,75563	0,12438	0,51152
--	--	--	--	--	0,12393	0,75717	0,12453	0,5139
--	--	--	--	--	0,12408	0,75871	0,12468	0,5163
--	--	--	--	--	0,12422	0,76025	0,1247	0,51664
--	--	--	--	--	0,12436	0,76179	0,12483	0,5187
--	--	--	--	--	0,1245	0,76334	0,12498	0,52112
--	--	--	--	--	0,12464	0,76489	0,12513	0,52355
--	--	--	--	--	0,12479	0,76644	0,12528	0,52599
--	--	--	--	--	0,12493	0,76799	0,12543	0,52844
--	--	--	--	--	0,12507	0,76955	0,12558	0,5309
--	--	--	--	--	0,12521	0,7711	0,12573	0,53338
--	--	--	--	--	0,12535	0,77266	0,12588	0,53586
--	--	--	--	--	0,12549	0,77423	0,12603	0,53836
--	--	--	--	--	0,12564	0,77579	0,12618	0,54087
--	--	--	--	--	0,12578	0,77736	0,12633	0,54338
--	--	--	--	--	0,12592	0,77893	0,12648	0,54591
--	--	--	--	--	0,12606	0,7805	0,12663	0,54846
--	--	--	--	--	0,12614	0,78136	0,12678	0,55101
--	--	--	--	--	0,1262	0,78207	0,12693	0,55358
--	--	--	--	--	0,12635	0,78365	0,12708	0,55615
--	--	--	--	--	0,12649	0,78522	0,12723	0,55874
--	--	--	--	--	0,12663	0,78681	0,12738	0,56134
--	--	--	--	--	0,12677	0,78839	0,12753	0,56395
--	--	--	--	--	0,12691	0,78997	0,12768	0,56658
--	--	--	--	--	0,12706	0,79156	0,12783	0,56921
--	--	--	--	--	0,1272	0,79315	0,12798	0,57186
--	--	--	--	--	0,12734	0,79474	0,12813	0,57452
--	--	--	--	--	0,12748	0,79634	0,12828	0,57719
--	--	--	--	--	0,12762	0,79793	0,12832	0,57799
--	--	--	--	--	0,12776	0,79953	0,12843	0,57988
--	--	--	--	--	0,12791	0,80113	0,12857	0,58257
--	--	--	--	--	0,12805	0,80274	0,12872	0,58528
--	--	--	--	--	0,12819	0,80434	0,12887	0,588
--	--	--	--	--	0,12833	0,80595	0,12902	0,59074
--	--	--	--	--	0,12847	0,80756	0,12917	0,59348
--	--	--	--	--	0,12862	0,80918	0,12932	0,59624
--	--	--	--	--	0,12876	0,81079	0,12947	0,59901
--	--	--	--	--	0,1289	0,81241	0,12962	0,6018
--	--	--	--	--	0,12904	0,81403	0,12977	0,60459
--	--	--	--	--	0,12915	0,81527	0,12992	0,6074
--	--	--	--	--	0,12918	0,81565	0,13007	0,61023
--	--	--	--	--	0,12933	0,81728	0,13022	0,61306
--	--	--	--	--	0,12947	0,81891	0,13037	0,61591
--	--	--	--	--	0,12961	0,82054	0,13052	0,61877
--	--	--	--	--	0,12975	0,82217	0,13067	0,62164
--	--	--	--	--	0,12989	0,8238	0,13082	0,62453
--	--	--	--	--	0,13003	0,82544	0,13097	0,62743
--	--	--	--	--	0,13018	0,82708	0,13103	0,62854
--	--	--	--	--	0,13032	0,82872	0,13112	0,63034
--	--	--	--	--	0,13046	0,83036	0,13127	0,63327
--	--	--	--	--	0,1306	0,83201	0,13142	0,63621
--	--	--	--	--	0,13074	0,83366	0,13157	0,63916
--	--	--	--	--	0,13089	0,83531	0,13172	0,64213
--	--	--	--	--	0,13103	0,83697	0,13187	0,64511
--	--	--	--	--	0,13117	0,83862	0,13202	0,6481
--	--	--	--	--	0,13131	0,84028	0,13217	0,65111
--	--	--	--	--	0,13145	0,84194	0,13232	0,65413
--	--	--	--	--	0,1316	0,84361	0,13247	0,65717
--	--	--	--	--	0,13172	0,84507	0,13262	0,66022
--	--	--	--	--	0,13174	0,84527	0,13277	0,66328
--	--	--	--	--	0,13188	0,84694	0,13292	0,66635
--	--	--	--	--	0,13202	0,84861	0,13307	0,66945
--	--	--	--	--	0,13216	0,85029	0,13322	0,67255
--	--	--	--	--	0,1323	0,85196	0,13337	0,67567
--	--	--	--	--	0,13245	0,85364	0,13352	0,6788
--	--	--	--	--	0,13259	0,85532	0,1336	0,68046
--	--	--	--	--	0,13273	0,857	0,13367	0,68195
--	--	--	--	--	0,13287	0,85869	0,13382	0,68511
--	--	--	--	--	0,13301	0,86038	0,13397	0,68829
--	--	--	--	--	0,13316	0,86207	0,13412	0,69148
--	--	--	--	--	0,1333	0,86376	0,13427	0,69468
--	--	--	--	--	0,13344	0,86546	0,13442	0,6979
--	--	--	--	--	0,13358	0,86716	0,13457	0,70114
--	--	--	--	--	0,13372	0,86886	0,13472	0,70438
--	--	--	--	--	0,13387	0,87056	0,13487	0,70765
--	--	--	--	--	0,13401	0,87227	0,13502	0,71093
--	--	--	--	--	0,13415	0,87397	0,13517	0,71422
--	--	--	--	--	0,13429	0,87569	0,13532	0,71753
--	--	--	--	--	0,13443	0,8774	0,13547	0,72085
--	--	--	--	--	0,13457	0,87911	0,13562	0,72419
--	--	--	--	--	0,13472	0,88083	0,13577	0,72755
--	--	--	--	--	0,13486	0,88255	0,13592	0,73092
--	--	--	--	--	0,135	0,88428	0,13607	0,7343
--	--	--	--	--	0,13503	0,88464	0,13622	0,7377
--	--	--	--	--	0,13514	0,886	0,13637	0,74112
--	--	--	--	--	0,13528	0,88773	0,13652	0,74455
--	--	--	--	--	0,13543	0,88946	0,13667	0,74799
--	--	--	--	--	0,13557	0,8912	0,13682	0,75146
--	--	--	--	--	0,13571	0,89293	0,13697	0,75493
--	--	--	--	--	0,13585	0,89467	0,13712	0,75843
--	--	--	--	--	0,13599	0,89641	0,13727	0,76194
--	--	--	--	--	0,13614	0,89816	0,13737	0,76435
--	--	--	--	--	0,13628	0,8999	0,13742	0,76546
--	--	--	--	--	0,13642	0,90165	0,13757	0,76901
--	--	--	--	--	0,13656	0,9034	0,13772	0,77257
--	--	--	--	--	0,1367	0,90516	0,13787	0,77614
--	--	--	--	--	0,13684	0,90691	0,13802	0,77973
--	--	--	--	--	0,13699	0,90867	0,13817	0,78334
--	--	--	--	--	0,13713	0,91043	0,13832	0,78696
--	--	--	--	--	0,13727	0,9122	0,13847	0,7906
--	--	--	--	--	0,13741	0,91396	0,13862	0,79426
--	--	--	--	--	0,13835	0,92571	0,13963	0,81943
--	--	--	--	--	0,14091	0,95836	0,1431	0,9117
--	--	--	--	--	0,14408	1	0,14611	1
