AlphA. deg.	Ni Ka XRF, A.u. curve 2	Total external reflection, A.u.	AlphA. deg.	Ni Ka XRF, A.u. curve 4	AlphA. deg.	Exponential fitting curve 3	AlphA. deg.	Exponential fitting curve 5
--	--	--	--	--	0,07599	0,54726	0,08169	0,46369
--	--	--	--	--	0,07608	0,54927	0,08179	0,46602
--	--	--	--	--	0,07617	0,55129	0,08188	0,46836
--	--	--	--	--	0,07626	0,55332	0,08198	0,47071
--	--	--	--	--	0,07635	0,55535	0,08207	0,47308
--	--	--	--	--	0,07644	0,55739	0,08217	0,47545
--	--	--	--	--	0,07653	0,55944	0,08226	0,47784
--	--	--	--	--	0,07662	0,56149	0,08235	0,48024
--	--	--	--	--	0,07671	0,56355	0,08245	0,48265
--	--	--	--	--	0,0768	0,56562	0,08254	0,48508
--	--	--	--	--	0,07689	0,56769	0,08264	0,48751
--	--	--	--	--	0,07698	0,56978	0,08273	0,48996
--	--	--	--	--	0,077	0,57035	0,08283	0,49242
--	--	--	--	--	0,07706	0,57187	0,08292	0,49489
--	--	--	--	--	0,07715	0,57396	0,08302	0,49738
--	--	--	--	--	0,07724	0,57607	0,08311	0,49987
--	--	--	--	--	0,07733	0,57818	0,08321	0,50238
--	--	--	--	--	0,07742	0,5803	0,0833	0,5049
--	--	--	--	--	0,07751	0,58243	0,0834	0,50744
--	--	--	--	--	0,0776	0,58456	0,08349	0,50998
--	--	--	--	--	0,07769	0,5867	0,08358	0,51254
--	--	--	--	--	0,07778	0,58885	0,08368	0,51511
--	--	--	--	--	0,07787	0,59101	0,08377	0,5177
--	--	--	--	--	0,07796	0,59317	0,08387	0,52029
--	--	--	--	--	0,07805	0,59534	0,08396	0,5229
--	--	--	--	--	0,07814	0,59752	0,084	0,52394
--	--	--	--	--	0,07823	0,59971	0,08406	0,52553
--	--	--	--	--	0,07832	0,6019	0,08415	0,52816
--	--	--	--	--	0,0784	0,6041	0,08425	0,53081
--	--	--	--	--	0,07849	0,60631	0,08434	0,53348
--	--	--	--	--	0,07858	0,60853	0,08444	0,53615
--	--	--	--	--	0,07867	0,61075	0,08453	0,53884
--	--	--	--	--	0,07876	0,61294	0,08462	0,54154
--	--	--	--	--	0,07876	0,61299	0,08472	0,54426
--	--	--	--	--	0,07885	0,61523	0,08481	0,54699
--	--	--	--	--	0,07894	0,61748	0,08491	0,54973
--	--	--	--	--	0,07903	0,61973	0,085	0,55248
--	--	--	--	--	0,07912	0,622	0,0851	0,55525
--	--	--	--	--	0,07921	0,62427	0,08519	0,55804
--	--	--	--	--	0,0793	0,62655	0,08529	0,56083
--	--	--	--	--	0,07939	0,62883	0,08538	0,56364
--	--	--	--	--	0,07948	0,63113	0,08548	0,56647
--	--	--	--	--	0,07957	0,63343	0,08557	0,56931
--	--	--	--	--	0,07966	0,63575	0,08567	0,57216
--	--	--	--	--	0,07974	0,63807	0,08576	0,57503
--	--	--	--	--	0,07983	0,64039	0,08585	0,57791
--	--	--	--	--	0,07992	0,64273	0,08595	0,5808
--	--	--	--	--	0,08001	0,64507	0,08604	0,58371
--	--	--	--	--	0,0801	0,64743	0,08614	0,58664
--	--	--	--	--	0,08019	0,64979	0,08623	0,58958
--	--	--	--	--	0,08028	0,65215	0,08633	0,59253
--	--	--	--	--	0,08037	0,65453	0,08642	0,5955
--	--	--	--	--	0,08046	0,65692	0,08652	0,59848
--	--	--	--	--	0,0805	0,65801	0,08661	0,60148
--	--	--	--	--	0,08055	0,65931	0,08671	0,60449
--	--	--	--	--	0,08064	0,66171	0,0868	0,60752
--	--	--	--	--	0,08073	0,66412	0,0869	0,61056
--	--	--	--	--	0,08082	0,66654	0,08699	0,61362
--	--	--	--	--	0,08091	0,66897	0,08708	0,61669
--	--	--	--	--	0,081	0,6714	0,08718	0,61978
--	--	--	--	--	0,08108	0,67385	0,08727	0,62288
--	--	--	--	--	0,08117	0,6763	0,08737	0,626
--	--	--	--	--	0,08126	0,67876	0,08746	0,62913
--	--	--	--	--	0,08135	0,68123	0,0875	0,63037
--	--	--	--	--	0,08144	0,68371	0,08756	0,63228
--	--	--	--	--	0,08153	0,6862	0,08765	0,63545
--	--	--	--	--	0,08162	0,68869	0,08775	0,63863
--	--	--	--	--	0,08171	0,6912	0,08784	0,64182
--	--	--	--	--	0,0818	0,69371	0,08794	0,64503
--	--	--	--	--	0,08189	0,69623	0,08803	0,64826
--	--	--	--	--	0,08198	0,69876	0,08812	0,65151
--	--	--	--	--	0,08207	0,7013	0,08822	0,65477
--	--	--	--	--	0,08216	0,70385	0,08831	0,65804
--	--	--	--	--	0,08225	0,70641	0,08841	0,66133
--	--	--	--	--	0,08226	0,70682	0,0885	0,66464
--	--	--	--	--	0,08234	0,70897	0,0886	0,66797
--	--	--	--	--	0,08242	0,71155	0,08869	0,67131
--	--	--	--	--	0,08251	0,71413	0,08879	0,67467
--	--	--	--	--	0,0826	0,71672	0,08888	0,67804
--	--	--	--	--	0,08269	0,71933	0,08898	0,68143
--	--	--	--	--	0,08278	0,72194	0,08907	0,68484
--	--	--	--	--	0,08287	0,72456	0,08917	0,68827
--	--	--	--	--	0,08296	0,72719	0,08926	0,69171
--	--	--	--	--	0,08305	0,72982	0,08935	0,69517
--	--	--	--	--	0,08314	0,73247	0,08945	0,69865
--	--	--	--	--	0,08323	0,73513	0,08954	0,70214
--	--	--	--	--	0,08332	0,73779	0,08964	0,70565
--	--	--	--	--	0,08341	0,74047	0,08973	0,70918
--	--	--	--	--	0,0835	0,74315	0,08983	0,71272
--	--	--	--	--	0,08359	0,74585	0,08992	0,71629
--	--	--	--	--	0,08367	0,74855	0,09002	0,71987
--	--	--	--	--	0,08376	0,75126	0,09011	0,72347
--	--	--	--	--	0,08385	0,75399	0,09021	0,72708
--	--	--	--	--	0,08394	0,75672	0,0903	0,73072
--	--	--	--	--	0,084	0,75847	0,0904	0,73437
--	--	--	--	--	0,08403	0,75946	0,09049	0,73804
--	--	--	--	--	0,08412	0,76221	0,09058	0,74173
--	--	--	--	--	0,08421	0,76497	0,09068	0,74544
--	--	--	--	--	0,0843	0,76774	0,09077	0,74916
--	--	--	--	--	0,08439	0,77052	0,09087	0,75291
--	--	--	--	--	0,08448	0,77331	0,09096	0,75667
--	--	--	--	--	0,08457	0,77611	0,091	0,75816
--	--	--	--	--	0,08466	0,77892	0,09106	0,76045
--	--	--	--	--	0,08475	0,78174	0,09115	0,76425
--	--	--	--	--	0,08484	0,78457	0,09125	0,76807
--	--	--	--	--	0,08493	0,7874	0,09134	0,7719
--	--	--	--	--	0,08501	0,79025	0,09144	0,77576
--	--	--	--	--	0,0851	0,79311	0,09153	0,77964
--	--	--	--	--	0,08519	0,79598	0,09162	0,78353
--	--	--	--	--	0,08528	0,79886	0,09172	0,78745
--	--	--	--	--	0,08537	0,80175	0,09181	0,79138
--	--	--	--	--	0,08546	0,80464	0,09191	0,79533
--	--	--	--	--	0,08555	0,80755	0,092	0,7993
--	--	--	--	--	0,08564	0,81047	0,0921	0,8033
--	--	--	--	--	0,08573	0,8134	0,09219	0,80731
--	--	--	--	--	0,08576	0,8144	0,09229	0,81134
--	--	--	--	--	0,08582	0,81634	0,09238	0,81539
--	--	--	--	--	0,08591	0,81929	0,09248	0,81946
--	--	--	--	--	0,086	0,82225	0,09257	0,82356
--	--	--	--	--	0,08609	0,82522	0,09267	0,82767
--	--	--	--	--	0,08618	0,8282	0,09276	0,8318
--	--	--	--	--	0,08627	0,83119	0,09285	0,83595
--	--	--	--	--	0,08635	0,83419	0,09295	0,84013
--	--	--	--	--	0,08644	0,8372	0,09304	0,84432
--	--	--	--	--	0,0875	0,87359	0,09314	0,84854
--	--	--	--	--	0,08926	0,93769	0,0945	0,91158
--	--	--	--	--	0,091	1,00553	0,09626	1
